step,split,train_loss,lr,grad_norm,tokens_seen,time_s,steps_per_s,tokens_per_s,val_nll,val_ppl,val_bpt,val_bits_per_token,val_token_acc,val_note_acc,val_shift_acc,val_n_tokens,val_n_steps,val_loss,gen_gen_score,gen_oa_weighted,gen_pen_density,gen_pen_loop,gen_density_ratio,gen_calibrated,gen_oa_pitch_hist,gen_oa_pitch_class,gen_oa_poly_hist,gen_oa_ioi_hist,gen_oa_interval_hist,gen_oa_harm_hist,gen_z_pitch_hist,gen_z_poly_hist,gen_z_ioi_hist,gen_z_interval_hist,gen_z_harm_hist,gen_w_pitch_hist,gen_w_poly_hist,gen_w_ioi_hist,gen_w_interval_hist,gen_w_harm_hist,gen_score,gen_density,ref_density,gen_mean_poly,ref_mean_poly,gen_empty_ratio,ref_empty_ratio,gen_notes_per_sec,ref_notes_per_sec,gen_repeat8,ref_repeat8,gen_n_distinct_pitch,ref_n_distinct_pitch,gen_n_pieces,gen_grammar_violation,gen_grammar_prob_mass,gen_seconds,test_nll,test_ppl,test_bpt,test_bits_per_token,test_token_acc,test_note_acc,test_shift_acc,test_n_tokens,test_n_steps
850,train,2.891105227,0.0002990298468,1.169882178,13926400,1128.972955,0.752896689,12335.45935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,train,2.879655581,0.0002986018109,1.183589816,14745600,1165.868665,0.7719565905,12647.73678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,train,2.868929882,0.0002980962213,1.187914371,15564800,1192.664465,0.7965358473,13050.44332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,train,2.872621613,0.0002975133558,0.8548898697,16384000,1215.095401,0.8229806477,13483.71493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,train,2.839188442,0.0002968535347,0.725268364,17203200,1240.812482,0.8462197271,13864.46401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,train,2.813344092,0.0002961171208,1.81610775,18022400,1259.813848,0.873144871,14305.60557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,train,2.799948173,0.0002953045188,0.8202452064,18841600,1268.118564,0.9068552676,14857.9167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,train,2.782719717,0.0002944161754,1.877843499,19660800,1276.645807,0.9399631389,15400.35607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,train,2.792325959,0.0002934525787,0.9101831317,20480000,1290.569931,0.9685643296,15868.95798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,train,2.768180361,0.0002924142585,0.9533137679,21299200,1304.682491,0.996411011,16325.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,train,2.764026837,0.0002913017853,1.15617907,22118400,1319.23745,1.023318433,16766.04921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,train,2.757714968,0.0002901157707,0.967318356,22937600,1331.388443,1.051533839,17228.33041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,eval,2.757714968,0.0002901157707,,22937600,1331.393359,,,2.73033545,15.33803131,2.735044241,3.939041414,0.2324464051,0.1801093658,0.330481139,361322,520380,2.73033545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,train,2.730940433,0.0002888568666,1.164200068,23756800,1350.50534,1.07367217,17591.04484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,train,2.71925827,0.0002875257647,1.116436601,24576000,1369.861104,1.095001527,17940.50501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,train,2.720791326,0.0002861231969,0.8890925646,25395200,1391.792985,1.11367137,18246.39173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,train,2.707025242,0.0002846499339,0.7338443995,26214400,1416.946284,1.129188889,18500.63076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,train,2.752323656,0.0002888568666,0.8732414246,819200,19.43833351,2.572236965,42143.53044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,train,2.711778345,0.0002875257647,0.8007675409,1638400,28.37091351,3.524736698,57749.28607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,train,2.726312933,0.0002861231969,0.981313169,2457600,39.4497354,3.802306871,62296.99578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,train,2.720133643,0.0002846499339,0.6405971646,3276800,50.43675876,3.96536187,64968.48887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,train,2.682429852,0.0002831067855,0.6888762116,4096000,60.47772431,4.133753425,67727.41611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,train,2.68759038,0.0002814945999,0.8082134724,4915200,179.8241835,1.668296189,27333.36476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,train,2.654951773,0.0002798142632,0.7973263264,5734400,188.6627729,1.855161962,30394.97359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,train,2.656883788,0.0002780666989,0.720023036,6553600,232.1795332,1.722804738,28226.43283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,train,2.632790174,0.0002762528676,0.818706274,7372800,255.1977651,1.763338326,28890.53514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,train,2.61730619,0.0002743737661,0.8996022344,8192000,271.9073958,1.838861346,30127.9043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,train,2.615707107,0.0002724304274,0.7102746367,9011200,281.5474985,1.953489209,32005.9672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,train,2.598336444,0.0002704239194,0.7077453732,9830400,312.392772,1.920659035,31468.07763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,train,2.59178977,0.0002683553451,0.7816111445,10649600,405.1711037,1.604260506,26284.20414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,train,2.568188758,0.0002662258415,0.753487885,11468800,437.7121511,1.599224509,26201.69436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,eval,2.568188758,0.0002662258415,,11468800,437.7127492,,,2.491097217,12.07451722,2.495393412,3.593893601,0.2965858708,0.2638034985,0.3580020339,361322,520380,2.491097217,51.30739855,0.6666421564,0.7696392743,1,1.299309993,True,0.6982807468,0.7943019735,0.8889092068,0.8619344323,0.7328950556,0.8388867529,0.4035408767,0.7546649294,0.8071373456,0.5704895111,0.8445560518,0.1994769244,0.133378928,0.05468187899,0.2769613457,0.3355009229,51.30739855,0.585625,0.45072,2.03453796,1.973114757,0.70109375,0.762275,11.7125,9.0144,0.2013713745,0.2377351828,35.0625,41.196,16,0,0.00853290529,1481.795825,,,,,,,,,
2150,train,2.555931749,0.0002640365788,0.6307157278,12288000,1941.261758,0.3863466619,6329.903709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,train,2.544707747,0.0002617887605,0.6640746593,13107200,1950.655116,0.4101186281,6719.383603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,train,2.54936254,0.0002594836219,0.7602277398,13926400,2010.003688,0.4228847961,6928.5445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,train,2.533251286,0.0002571224302,0.7475306988,14745600,3071.093258,0.2930552492,4801.417203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,train,2.529405828,0.000254706483,0.7103260756,15564800,3129.789959,0.3035347459,4973.113277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,train,2.549135551,0.0002522371081,0.7055909634,16384000,3188.537889,0.3136233705,5138.405303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450,train,2.530033126,0.000249715663,0.6394845247,17203200,3247.320265,0.3233435307,5297.660408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,train,2.497876935,0.0002471435334,0.8741740584,18022400,3306.094689,0.3327188431,5451.265525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,train,2.490646639,0.000244522133,0.7952252626,18841600,3364.900238,0.3417634755,5599.452783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,train,2.479856148,0.0002418529027,0.7026651502,19660800,3423.655261,0.3505025794,5742.634261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2650,train,2.50002543,0.0002391373095,0.6376627088,20480000,3482.367284,0.3589512243,5881.056859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,train,2.473803463,0.000236376846,0.8229646087,21299200,3541.106079,0.3671169321,6014.843816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,train,2.474302163,0.0002335730295,0.6657170057,22118400,3599.340889,0.37506867,6145.12509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,train,2.459229059,0.0002307274009,0.6560240388,22937600,3652.501734,0.3832989283,6279.96964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,eval,2.459229059,0.0002307274009,,22937600,3652.502513,,,2.322922344,10.20545462,2.326928502,3.351268546,0.344410249,0.3319297918,0.3678854038,361322,520380,2.322922344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,train,2.442491136,0.0002278415244,0.7256490588,23756800,3708.164868,0.391029,6406.619136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,train,2.433410125,0.0002249169861,0.7916126251,24576000,3759.431813,0.398996464,6537.158066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2950,train,2.437520046,0.0002219553934,0.7709857821,25395200,3810.729942,0.4067462201,6664.130071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,train,2.429679322,0.0002189583741,0.7109324932,26214400,3862.059657,0.4142867129,6787.673503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,train,2.406287956,0.0002159275755,0.7366441488,27033600,3913.326571,0.421636163,6908.086895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,train,2.419820795,0.0002128646633,0.7916399837,27852800,3964.700479,0.4287839672,7025.196518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150,train,2.398399639,0.000209771321,0.6331833005,28672000,4016.050298,0.4357515146,7139.352815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,train,2.393012853,0.0002066492489,0.7104488611,29491200,4067.314933,0.4425524037,7250.778582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3250,train,2.39151978,0.0002035001629,0.7416481972,30310400,4118.594754,0.4491823329,7359.403342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,train,2.389367747,0.0002003257938,0.7059345245,31129600,4169.859779,0.4556508134,7465.382927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3350,train,2.357031322,0.0001971278864,0.6704367399,31948800,4221.159441,0.4619583855,7568.726188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,train,2.383580194,0.0001939081983,0.7643504739,32768000,4272.383114,0.4681228127,7669.724163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3450,train,2.363542843,0.0001906684992,0.6701074839,33587200,4323.718916,0.4741288784,7768.127544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,train,2.343586688,0.0001874105697,0.5948334932,34406400,4374.985435,0.480001598,7864.346182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,eval,2.343586688,0.0001874105697,,34406400,4374.985999,,,2.190072287,8.935859036,2.193849329,3.159606427,0.3824234339,0.3765598644,0.3933088633,361322,520380,2.190072287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3550,train,2.337574129,0.0001841362005,0.680642426,35225600,4430.592363,0.4852624263,7950.539592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,train,2.371922545,0.0001808471912,0.6379244328,36044800,4481.873958,0.4908661021,8042.350218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3650,train,2.334743967,0.0001775453496,0.6565027833,36864000,4533.152104,0.4963433718,8132.089803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,train,2.32797967,0.0001742324904,0.6129962206,37683200,4584.455045,0.5016953983,8219.777406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3750,train,2.323925967,0.0001709104346,0.7590241432,38502400,4635.672961,0.5069382632,8305.676505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,train,2.333974652,0.0001675810081,0.6626106501,39321600,4686.994436,0.512055227,8389.51284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3850,train,2.292625985,0.0001642460407,0.7470889688,40140800,4738.289132,0.5170642677,8471.580962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,train,2.319931145,0.0001609073655,0.6930543184,40960000,4789.548125,0.5219699092,8551.954993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3950,train,2.305886636,0.0001575668175,0.6947575808,41779200,4840.843432,0.5267677081,8630.56213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,train,2.314218891,0.0001542262327,0.6712672114,42598400,4892.110168,0.5314679986,8707.571689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4050,train,2.295569897,0.0001508874473,0.6135898232,43417600,4943.381639,0.5360702842,8782.975536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,train,2.311199894,0.0001475522964,0.6583652496,44236800,4994.60621,0.5405831584,8856.914467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4150,train,2.285175066,0.0001442226131,0.6271439791,45056000,5045.893046,0.5449976793,8929.241977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,train,2.278057504,0.0001409002273,0.6700522304,45875200,5097.191644,0.5493220964,9000.093228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,eval,2.278057504,0.0001409002273,,45875200,5097.192283,,,2.106068549,8.215877391,2.109700717,3.038414652,0.4069528011,0.4071686842,0.4064496139,361322,520380,2.106068549,28.02378761,0.6264080682,0.8208901537,0.5449848676,1.218189785,True,0.6552003104,0.7703362598,0.8968935427,0.9000676834,0.7634829608,0.7473296924,0.2535506237,0.7962394437,1.291461369,0.6471914218,0.6550278994,0.1994769244,0.133378928,0.05468187899,0.2769613457,0.3355009229,28.02378761,0.5490625,0.45072,2.26274047,1.973114757,0.74,0.762275,10.98125,9.0144,0.4652427491,0.2377351828,27.375,41.196,16,0,0.003840816076,470.0294526,,,,,,,,,
4250,train,2.278981795,0.0001375869654,0.6720132232,46694400,5623.711566,0.5067827478,8303.128539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,train,2.274154506,0.0001342846482,0.6176507473,47513600,5674.960715,0.5110167534,8372.498487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4350,train,2.283159204,0.0001309950908,0.6632243395,48332800,5726.169645,0.5151785894,8440.686008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,train,2.289726009,0.0001277201014,0.6428834796,49152000,5777.447067,0.5192604909,8507.563882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4450,train,2.241414313,0.0001244614798,0.5593723655,49971200,5828.735109,0.523269619,8573.249438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,train,2.240202358,0.0001212210173,0.6557781696,50790400,5879.99066,0.5272117218,8637.836849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4550,train,2.258219776,0.0001180004947,0.6247082353,51609600,5931.285909,0.5310821377,8701.249745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4600,train,2.257206583,0.0001148016822,0.6421881914,52428800,5982.535073,0.5348903033,8763.64273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4650,train,2.259289312,0.000111626338,0.7554493546,53248000,6033.918314,0.5386218094,8824.779725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,train,2.259722958,0.0001084762074,0.7037355304,54067200,6085.084439,0.542309648,8885.201273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4750,train,2.233920927,0.0001053530216,0.739723146,54886400,6136.29552,0.545931986,8944.549659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,train,2.249013577,0.0001022584974,0.6146454215,55705600,6187.593715,0.5494866271,9002.788898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4850,train,2.224899445,9.91943356e-05,0.5802693367,56524800,6238.876228,0.5529842032,9060.093186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4900,train,2.236462173,9.61622203e-05,0.5665213466,57344000,6290.175344,0.5564232805,9116.439027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4900,eval,2.236462173,9.61622203e-05,,57344000,6290.176063,,,2.051434645,7.779053283,2.054972589,2.959594589,0.4183553728,0.4239686944,0.4077048972,361322,520380,2.051434645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4950,train,2.231256304,9.316381808e-05,0.6288698316,58163200,6345.775479,0.5594272933,9165.656774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000,train,2.211961598,9.020077693e-05,0.7098674774,58982400,6397.038477,0.5627604106,9220.266567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050,train,2.215225632,8.727472545e-05,0.5740159154,59801600,6448.286114,0.5660418808,9274.030175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5100,train,2.215424027,8.438727186e-05,0.6360941529,60620800,6499.58026,0.5692675299,9326.87921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5150,train,2.221687188,8.154000321e-05,0.6915798783,61440000,6550.870551,0.5724430014,9378.906135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5200,train,2.238821888,7.873448443e-05,0.585825026,62259200,6602.152629,0.5755698502,9430.136426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
