step,split,train_loss,lr,grad_norm,tokens_seen,time_s,steps_per_s,tokens_per_s,val_nll,val_ppl,val_bpt,val_bits_per_token,val_token_acc,val_note_acc,val_shift_acc,val_n_tokens,val_n_steps,val_loss,gen_gen_score,gen_oa_weighted,gen_pen_density,gen_pen_loop,gen_density_ratio,gen_calibrated,gen_oa_pitch_hist,gen_oa_pitch_class,gen_oa_poly_hist,gen_oa_ioi_hist,gen_oa_interval_hist,gen_oa_harm_hist,gen_z_pitch_hist,gen_z_poly_hist,gen_z_ioi_hist,gen_z_interval_hist,gen_z_harm_hist,gen_w_pitch_hist,gen_w_poly_hist,gen_w_ioi_hist,gen_w_interval_hist,gen_w_harm_hist,gen_score,gen_density,ref_density,gen_mean_poly,ref_mean_poly,gen_empty_ratio,ref_empty_ratio,gen_notes_per_sec,ref_notes_per_sec,gen_repeat8,ref_repeat8,gen_n_distinct_pitch,ref_n_distinct_pitch,gen_n_pieces,gen_grammar_violation,gen_grammar_prob_mass,gen_seconds,test_nll,test_ppl,test_bpt,test_bits_per_token,test_token_acc,test_note_acc,test_shift_acc,test_n_tokens,test_n_steps
2700,train,2.346832724,0.000236376846,0.8939417005,9830400,162.6872535,3.688057836,60425.13959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,train,2.351798487,0.0002335730295,0.9029328227,10649600,175.500859,3.703685575,60681.18446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,train,2.329173899,0.0002307274009,0.8687174916,11468800,188.2289765,3.718874814,60930.04496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,eval,2.329173899,0.0002307274009,,11468800,188.2295573,,,2.255198021,9.537181681,2.275735499,3.253563,0.363519759,0.3534717623,0.3824799733,630725,901732,2.255198021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,train,2.334819193,0.0002278415244,0.9996758699,12288000,205.5011671,3.64961431,59795.28085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,train,2.305058796,0.0002249169861,0.9446713328,13107200,218.3200145,3.664345671,60036.63948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2950,train,2.280855513,0.0002219553934,0.7886477113,13926400,231.1970279,3.67651785,60236.06845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,train,2.312699637,0.0002189583741,0.9840131402,14745600,244.0560353,3.687677705,60418.91151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,train,2.282471867,0.0002159275755,0.9220434427,15564800,256.7738221,3.699754096,60616.77111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,train,2.233584428,0.0002128646633,0.8816909194,16384000,269.7195618,3.707554592,60744.57444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150,train,2.257525992,0.000209771321,0.957626462,17203200,282.7014823,3.714165173,60852.8822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,train,2.224717894,0.0002066492489,0.860925138,18022400,295.6576626,3.720519165,60956.98599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3250,train,2.208643332,0.0002035001629,0.9220730066,18841600,308.7375157,3.724846971,61027.89277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,train,2.209769499,0.0002003257938,0.9059134722,19660800,321.5731564,3.731654761,61139.43161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3350,train,2.180550172,0.0001971278864,1.068009853,20480000,334.3984518,3.738055584,61244.30269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,train,2.202399795,0.0001939081983,1.283381343,21299200,347.3964295,3.742122513,61310.93526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3450,train,2.18640255,0.0001906684992,1.096442223,22118400,360.2377636,3.74752493,61399.44845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,train,2.153056638,0.0001874105697,1.030877709,22937600,372.954355,3.75381057,61502.43238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,eval,2.153056638,0.0001874105697,,22937600,372.954896,,,2.079729243,8.002301939,2.098668775,3.000415065,0.4136398589,0.418338804,0.4046433659,630725,901732,2.079729243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3550,train,2.150539589,0.0001841362005,1.180562139,23756800,389.9437268,3.718485259,60923.66249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,train,2.148536627,0.0001808471912,0.8339986205,24576000,402.7941396,3.723986653,61013.79733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3650,train,2.14650672,0.0001775453496,1.101665854,25395200,415.6520488,3.72908062,61097.25688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,train,2.141797023,0.0001742324904,0.915851295,26214400,428.4333196,3.734536804,61186.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3750,train,2.130776403,0.0001709104346,0.8080867529,27033600,441.2066627,3.739744069,61271.96683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,train,2.136140437,0.0001675810081,0.8104052544,27852800,453.984771,3.744619002,61351.83772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3850,train,2.125242298,0.0001642460407,1.014715314,28672000,466.8433683,3.748580614,61416.74477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,train,2.07638027,0.0001609073655,0.8617193103,29491200,479.6714838,3.752568291,61482.07888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3950,train,2.080968888,0.0001575668175,0.764092207,30310400,492.3916357,3.757171865,61557.50383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,train,2.06408514,0.0001542262327,0.7510403991,31129600,505.125108,3.761444383,61627.50476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4050,train,2.090129523,0.0001508874473,0.7952625751,31948800,517.9525797,3.764823415,61682.86683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,train,2.148609359,0.0001475522964,0.8175520897,32768000,530.808655,3.767836076,61732.22627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4150,train,2.064880223,0.0001442226131,0.7468472123,33587200,543.6685355,3.770679865,61778.81891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,train,2.040659597,0.0001409002273,0.7247375846,34406400,556.4807992,3.773715109,61828.54835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,eval,2.040659597,0.0001409002273,,34406400,556.4814193,,,1.965106918,7.135675478,1.983002615,2.835050005,0.4432565698,0.4550615361,0.4208113295,630725,901732,1.965106918,23.08924366,0.6071175879,0.6818598274,0.5577528373,1.466577088,True,0.7182416366,0.8121150429,0.9111944756,0.8799215263,0.6736077212,0.7522329751,0.4730373622,0.8707045399,1.035588408,0.4218212125,0.6651779643,0.1994769244,0.133378928,0.05468187899,0.2769613457,0.3355009229,23.08924366,0.661015625,0.45072,2.477974012,1.973114757,0.71125,0.762275,13.2203125,9.0144,0.4588587642,0.2377351828,27.125,41.196,16,0,0.00238261955,1015.165543,,,,,,,,,
4250,train,2.057307978,0.0001375869654,0.8240234256,819200,20.89757419,2.392622204,39200.72218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,train,2.073228633,0.0001342846482,0.9491407275,1638400,33.72226071,2.96540024,48585.11753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4350,train,2.002126596,0.0001309950908,0.7877351046,2457600,46.45138049,3.229182823,52906.93138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,train,2.040762641,0.0001277201014,0.8424448371,3276800,59.17140174,3.38001119,55378.10334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4450,train,2.042373786,0.0001244614798,1.053906798,4096000,71.88943005,3.477562694,56976.38717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,train,2.037301874,0.0001212210173,0.8041423559,4915200,84.75138378,3.539765212,57995.51324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4550,train,2.053290143,0.0001180004947,0.6248944402,5734400,97.57849956,3.586855727,58767.04424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4600,train,2.029356759,0.0001148016822,0.8611254692,6553600,110.2827084,3.627041862,59425.45386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4650,train,2.012217085,0.000111626338,0.7582182288,7372800,122.9667261,3.65952656,59957.68316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,train,2.000777478,0.0001084762074,0.828496933,8192000,135.7167132,3.684144629,60361.02561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4750,train,1.997048604,0.0001053530216,0.7714332938,9011200,148.5366237,3.702790505,60666.51964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,train,1.979630713,0.0001022584974,0.6880939603,9830400,161.3388586,3.718880902,60930.1447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4850,train,1.996016533,9.91943356e-05,0.6894964576,10649600,174.0828843,3.733853575,61175.45698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4900,train,1.994898698,9.61622203e-05,0.8143174648,11468800,186.8207901,3.746906326,61389.31324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4900,eval,1.994898698,9.61622203e-05,,11468800,186.821274,,,1.902692313,6.703919219,1.920019618,2.745004765,0.460048357,0.4733464824,0.4347716561,630725,901732,1.902692313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4950,train,2.002585697,9.316381808e-05,0.673427999,12288000,204.3366003,3.670414399,60136.06951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000,train,1.986289594,9.020077693e-05,0.5845627189,13107200,217.1483316,3.684117644,60360.58348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050,train,1.951937683,8.727472545e-05,0.6696650982,13926400,229.8591273,3.697917111,60586.67395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5100,train,2.002417228,8.438727186e-05,0.7126678228,14745600,242.5461483,3.710634064,60795.02851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5150,train,1.979225841,8.154000321e-05,0.7316355109,15564800,255.2787802,3.72142173,60971.77363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5200,train,1.927667181,7.873448443e-05,0.7168686986,16384000,268.1059206,3.729869143,61110.17603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
