step,split,train_loss,lr,grad_norm,tokens_seen,time_s,steps_per_s,tokens_per_s,val_nll,val_ppl,val_bpt,val_bits_per_token,val_token_acc,val_note_acc,val_shift_acc,val_n_tokens,val_n_steps,val_loss,gen_gen_score,gen_oa_weighted,gen_pen_density,gen_pen_loop,gen_density_ratio,gen_calibrated,gen_oa_pitch_hist,gen_oa_pitch_class,gen_oa_poly_hist,gen_oa_ioi_hist,gen_oa_interval_hist,gen_oa_harm_hist,gen_z_pitch_hist,gen_z_poly_hist,gen_z_ioi_hist,gen_z_interval_hist,gen_z_harm_hist,gen_w_pitch_hist,gen_w_poly_hist,gen_w_ioi_hist,gen_w_interval_hist,gen_w_harm_hist,gen_score,gen_density,ref_density,gen_mean_poly,ref_mean_poly,gen_empty_ratio,ref_empty_ratio,gen_notes_per_sec,ref_notes_per_sec,gen_repeat8,ref_repeat8,gen_n_distinct_pitch,ref_n_distinct_pitch,gen_n_pieces,gen_grammar_violation,gen_grammar_prob_mass,gen_seconds,test_nll,test_ppl,test_bpt,test_bits_per_token,test_token_acc,test_note_acc,test_shift_acc,test_n_tokens,test_n_steps
1800,train,3.253554206,0.0002780666989,3.799299002,29491200,172.5069368,10.43436301,170956.6035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,train,3.26694222,0.0002762528676,2.319308281,30310400,176.9903803,10.45254548,171254.5052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,train,3.241695337,0.0002743737661,1.519673824,31129600,181.4709077,10.46999778,171540.4436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,train,3.235852532,0.0002724304274,2.436487675,31948800,185.9570804,10.48629069,171807.3866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,train,3.209090219,0.0002704239194,2.506146669,32768000,190.4391329,10.50204319,172065.4757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,train,3.217911944,0.0002683553451,1.169480324,33587200,194.9248273,10.51687478,172308.4763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,train,3.214271884,0.0002662258415,1.873661757,34406400,199.4065895,10.53124676,172543.9469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,eval,3.214271884,0.0002662258415,,34406400,199.4114137,,,3.331923756,27.99213999,3.337670057,4.80694988,0.1243793625,0.03642126642,0.2887787206,361322,520380,3.331923756,10.96407346,0.1610816558,0.6806531383,1,1.469177094,True,0.2072421266,0.7566473319,0.6804499123,0.5216489093,0.743900304,0.6708314298,-0.5,-0.3307846342,-0.5,0.5980861568,0.496672287,0.1994769244,0.133378928,0.05468187899,0.2769613457,0.3355009229,10.96407346,0.6621875,0.45072,1.179922032,1.973114757,0.43953125,0.762275,13.24375,9.0144,0.001655107188,0.2377351828,42.4375,41.196,16,0,0.01702620509,39.62853789,,,,,,,,,
2150,train,3.211749887,0.0002640365788,2.891420126,35225600,246.171874,8.733735356,143093.5201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,train,3.201866789,0.0002617887605,2.209975719,36044800,250.6524582,8.777093254,143803.8959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,train,3.197861652,0.0002594836219,1.596494555,36864000,255.133682,8.81890616,144488.9585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,train,3.16588738,0.0002571224302,2.370579481,37683200,259.6126173,8.859353695,145151.6509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,train,3.160562301,0.000254706483,4.348181725,38502400,264.0955462,8.898294702,145789.6604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,train,3.175156393,0.0002522371081,3.215998888,39321600,268.576525,8.936000644,146407.4345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450,train,3.133871188,0.000249715663,5.464030266,40140800,273.0581512,8.972447769,147004.5843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,train,3.15078372,0.0002471435334,2.658916235,40960000,277.5407522,9.007686188,147581.9305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,train,3.147354712,0.000244522133,1.1346066,41779200,282.0210862,9.041877096,148142.1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,train,3.149700799,0.0002418529027,2.803857088,42598400,286.5032909,9.07493939,148683.807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2650,train,3.127073646,0.0002391373095,1.472659349,43417600,290.9890766,9.106871058,149206.9754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,train,3.135788002,0.000236376846,1.702391148,44236800,295.4762397,9.137790581,149713.5609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,train,3.128949957,0.0002335730295,3.349537373,45056000,299.9613426,9.167848018,150206.0219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,train,3.123718195,0.0002307274009,2.638205051,45875200,304.4509566,9.196883568,150681.7404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,eval,3.123718195,0.0002307274009,,45875200,304.4556277,,,3.333577417,28.03846778,3.33932657,4.809335608,0.1158385042,0.06089047702,0.2184431309,361322,520380,3.333577417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,train,3.110104303,0.0002278415244,1.613736868,46694400,310.2783852,9.185299835,150491.9525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,train,3.109867973,0.0002249169861,5.304534912,47513600,314.7632272,9.213274453,150950.2886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2950,train,3.116029668,0.0002219553934,1.17576766,48332800,319.2436631,9.240590625,151397.8368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,train,3.108355885,0.0002189583741,2.616399765,49152000,323.7293181,9.267001263,151830.5487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,train,3.079192357,0.0002159275755,1.377447128,49971200,328.2112484,9.292795463,152253.1609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,train,3.062786307,0.0002128646633,1.975656152,50790400,332.694562,9.317855939,152663.7517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150,train,3.08350235,0.000209771321,1.56099236,51609600,337.1799877,9.342191456,153062.4648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,train,3.075901718,0.0002066492489,2.110563517,52428800,341.6591876,9.366058682,153453.5055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3250,train,3.087990513,0.0002035001629,1.907326102,53248000,346.1417632,9.389216632,153832.9253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,train,3.062616959,0.0002003257938,1.740140796,54067200,350.6262646,9.411730761,154201.7968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3350,train,3.047093878,0.0001971278864,5.73598814,54886400,355.1127782,9.433622798,154560.4759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,train,3.048906088,0.0001939081983,1.388454199,55705600,359.5951366,9.455077818,154911.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3450,train,3.037197814,0.0001906684992,3.090690374,56524800,364.0799866,9.475939703,155253.7961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,train,3.042290616,0.0001874105697,0.84479177,57344000,368.5612657,9.496385881,155588.7863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,eval,3.042290616,0.0001874105697,,57344000,368.566005,,,3.226288463,25.18600449,3.231852583,4.654550366,0.1321425211,0.06259852055,0.2619331363,361322,520380,3.226288463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3550,train,3.019503479,0.0001841362005,1.466551781,58163200,374.5288799,9.478574793,155296.9694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,train,3.006483808,0.0001808471912,1.828617215,58982400,379.0095036,9.498442561,155622.4829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3650,train,3.002679019,0.0001775453496,1.702934742,59801600,383.4904375,9.517838368,155940.2638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,train,3.012981668,0.0001742324904,3.771551132,60620800,387.9717603,9.536776588,156250.5476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3750,train,3.009055223,0.0001709104346,2.633597612,61440000,392.457176,9.555182653,156552.1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,train,3.005185318,0.0001675810081,2.061560392,62259200,396.9418657,9.573190254,156847.1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3850,train,2.984788952,0.0001642460407,1.296136856,63078400,401.427942,9.590762368,157135.0506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,train,2.979035463,0.0001609073655,3.408137321,63897600,405.9103777,9.60803225,157418.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3950,train,2.966011233,0.0001575668175,2.236960649,64716800,410.3949289,9.624875264,157693.9563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,train,2.956368046,0.0001542262327,1.564228535,65536000,414.8791552,9.641361708,157964.0702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4050,train,2.947102141,0.0001508874473,0.9994692802,66355200,419.3606198,9.657559172,158229.4495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,train,2.952432508,0.0001475522964,2.284125805,67174400,423.8460369,9.673323903,158487.7388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4150,train,2.928500485,0.0001442226131,2.303935051,67993600,428.3294935,9.688802809,158741.3452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,train,2.925127745,0.0001409002273,1.936134338,68812800,432.8128159,9.703964036,158989.7468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,eval,2.925127745,0.0001409002273,,68812800,432.817348,,,3.045471636,21.01994262,3.050723916,4.393686826,0.1684370174,0.08849534962,0.3177376299,361322,520380,3.045471636,9.019215874,0.1960578115,0.4600283869,1,2.173778898,True,0.2301743607,0.8310078326,0.828585908,0.4824427124,0.772338025,0.544618959,-0.5,0.440560929,-0.5,0.669396288,0.2354055284,0.1994769244,0.133378928,0.05468187899,0.2769613457,0.3355009229,9.019215874,0.979765625,0.45072,1.464709388,1.973114757,0.330234375,0.762275,19.5953125,9.0144,0.01300441362,0.2377351828,53.8125,41.196,16,0,0.04436845587,68.90729284,,,,,,,,,
4250,train,2.945668302,0.0001375869654,1.126822948,69632000,508.513799,8.357688638,136932.3707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,train,2.908804379,0.0001342846482,1.839523077,70451200,512.9928558,8.38218301,137333.6864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4350,train,2.896498137,0.0001309950908,2.252022743,71270400,517.4721396,8.406249665,137727.9945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,train,2.879590497,0.0001277201014,2.087629557,72089600,521.9508016,8.429913291,138115.6994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4450,train,2.870636525,0.0001244614798,1.357418299,72908800,526.4323545,8.453127857,138496.0468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,train,2.866064291,0.0001212210173,1.195720911,73728000,530.9147041,8.475937783,138869.7646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4550,train,2.842192106,0.0001180004947,2.574307919,74547200,535.3972099,8.498363301,139237.1843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4600,train,2.864792829,0.0001148016822,1.285771012,75366400,539.8833983,8.520358312,139597.5506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4650,train,2.854940715,0.000111626338,1.197143197,76185600,544.3649864,8.542062983,139953.1599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,train,2.84566308,0.0001084762074,1.057939291,77004800,548.8469563,8.563407242,140302.8643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4750,train,2.843492427,0.0001053530216,1.655557752,77824000,553.3326473,8.584347992,140645.9575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,train,2.843714142,0.0001022584974,1.230783463,78643200,557.8157322,8.604992155,140984.1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4850,train,2.837315617,9.91943356e-05,1.218262076,79462400,562.295826,8.625353019,141317.7839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4900,train,2.811027575,9.61622203e-05,1.596518874,80281600,566.7772906,8.645371086,141645.7599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4900,eval,2.811027575,9.61622203e-05,,80281600,566.7823818,,,2.978477343,19.65786167,2.983614084,4.297034493,0.1857180022,0.1103982461,0.3264610544,361322,520380,2.978477343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4950,train,2.819537258,9.316381808e-05,1.132288575,81100800,572.722044,8.642936049,141605.8642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000,train,2.820543737,9.020077693e-05,1.359554529,81920000,577.2045643,8.662440162,141925.4196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050,train,2.809283357,8.727472545e-05,1.315922976,82739200,581.689887,8.681601851,142239.3647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5100,train,2.802060132,8.438727186e-05,0.7036190033,83558400,586.1756899,8.700463168,142548.3885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5150,train,2.796514564,8.154000321e-05,1.100420117,84377600,590.6577337,8.719093489,142853.6277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5200,train,2.795130696,7.873448443e-05,2.207091093,85196800,595.1412632,8.737421384,143153.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5250,train,2.798912096,7.597225753e-05,1.66367805,86016000,599.6304827,8.755392115,143448.3444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5300,train,2.790051827,7.32548407e-05,1.359386444,86835200,604.1193714,8.773100567,143738.4797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5350,train,2.781804857,7.058372753e-05,1.418497324,87654400,608.6041119,8.790607712,144025.3168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5400,train,2.767547603,6.796038612e-05,1.17417562,88473600,613.0902824,8.807838184,144307.6208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5450,train,2.769624548,6.538625835e-05,1.208578348,89292800,617.5728674,8.824869562,144586.6629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5500,train,2.766746078,6.286275904e-05,1.384038925,90112000,622.0565631,8.841639693,144861.4247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
