step,split,train_loss,lr,grad_norm,tokens_seen,time_s,steps_per_s,tokens_per_s,val_nll,val_ppl,val_bpt,val_bits_per_token,val_token_acc,val_note_acc,val_shift_acc,val_n_tokens,val_n_steps,val_loss,gen_gen_score,gen_oa_weighted,gen_pen_density,gen_pen_loop,gen_density_ratio,gen_calibrated,gen_oa_pitch_hist,gen_oa_pitch_class,gen_oa_poly_hist,gen_oa_ioi_hist,gen_oa_interval_hist,gen_oa_harm_hist,gen_z_pitch_hist,gen_z_poly_hist,gen_z_ioi_hist,gen_z_interval_hist,gen_z_harm_hist,gen_w_pitch_hist,gen_w_poly_hist,gen_w_ioi_hist,gen_w_interval_hist,gen_w_harm_hist,gen_score,gen_density,ref_density,gen_mean_poly,ref_mean_poly,gen_empty_ratio,ref_empty_ratio,gen_notes_per_sec,ref_notes_per_sec,gen_repeat8,ref_repeat8,gen_n_distinct_pitch,ref_n_distinct_pitch,gen_n_pieces,gen_grammar_violation,gen_grammar_prob_mass,gen_seconds,test_nll,test_ppl,test_bpt,test_bits_per_token,test_token_acc,test_note_acc,test_shift_acc,test_n_tokens,test_n_steps
2000,eval,2.231512189,0.0007335242953,,49152000,1425.53493,,,2.194397549,8.974592679,2.19818205,3.165846462,0.3716850898,0.3595644064,0.3942781326,361322,520380,2.194397549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,train,2.19269233,0.0007185028015,0.307694912,50380800,1524.603475,1.344611916,33045.18246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,train,2.194398792,0.0007032455543,0.2992836833,51609600,1588.235046,1.322222428,32494.9384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,train,2.19948216,0.0006877711423,0.3667067289,52838400,1595.523953,1.347519726,33116.64478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,train,2.20425148,0.0006720984188,0.2649534345,54067200,1602.923891,1.372491865,33730.36007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,train,2.169522357,0.0006562464785,0.2915197015,55296000,1610.437252,1.397136087,34336.01647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,train,2.174354405,0.0006402346346,0.2471204847,56524800,1617.806344,1.421678193,34939.16327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,train,2.161680784,0.0006240823951,0.258377254,57753600,1625.157973,1.446013274,35537.22221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,train,2.144896059,0.0006078094389,0.2971156538,58982400,1632.573629,1.470071522,36128.47773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450,train,2.146416655,0.0005914355921,0.2743085325,60211200,1639.908186,1.493986078,36716.20186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,train,2.154544196,0.0005749808039,0.303643167,61440000,1647.308565,1.517627027,37297.20182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,eval,2.154544196,0.0005749808039,,61440000,1647.313611,,,2.136755172,8.471903114,2.140440262,3.082686091,0.3878424231,0.376759561,0.4083802078,361322,520380,2.136755172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,train,2.158698788,0.0005584651217,0.2697059512,62668800,1657.743765,1.538235314,37803.67107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,train,2.156031876,0.0005419086674,0.2400981039,63897600,1665.205811,1.561368561,38372.19375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2650,train,2.132628055,0.0005253316125,0.2373651713,65126400,1672.651311,1.584311077,38936.02903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,train,2.133818507,0.0005087541536,0.261901021,66355200,1680.405623,1.606754918,39487.60887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,train,2.117609496,0.0004921964878,0.2818205953,67584000,1688.114208,1.629036701,40035.20597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,train,2.103734076,0.000475678788,0.2362612933,68812800,1695.868623,1.651071293,40576.72811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,train,2.130286653,0.0004592211785,0.2699475288,70041600,1703.501918,1.673024239,41116.2437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,train,2.110668001,0.0004428437103,0.2550440729,71270400,1711.063483,1.69485237,41652.69185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2950,train,2.089179881,0.0004265663369,0.2581904531,72499200,1718.480188,1.716633116,42187.97546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,train,2.099267156,0.0004104088898,0.3209785223,73728000,1726.027264,1.738095372,42715.43186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,eval,2.099267156,0.0004104088898,,73728000,1726.032315,,,2.096912994,8.140999769,2.100529371,3.025205978,0.3967652122,0.3867188994,0.4153716592,361322,520380,2.096912994,80.31280469,0.9407758942,0.8536868896,1,1.171389665,True,0.849312968,0.9330492014,0.917390873,0.8593174618,0.8821079381,0.9074949067,0.9293795863,0.9029692411,0.773899642,0.9446541722,0.9865787048,0.1994769244,0.133378928,0.05468187899,0.2769613457,0.3355009229,80.31280469,0.52796875,0.45072,1.883953931,1.973114757,0.69359375,0.762275,10.559375,9.0144,0.1000945776,0.2377351828,40.75,41.196,16,0,0.001154159799,105.5691736,,,,,,,,,
3050,train,2.091234958,0.0003943910543,0.2224948257,74956800,1843.098315,1.654822195,40668.91027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,train,2.107840145,0.0003785323457,0.2476230413,76185600,1850.552949,1.675174981,41169.10032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150,train,2.094231231,0.0003628520854,0.2887805104,77414400,1857.949241,1.695417685,41666.58501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,train,2.09312741,0.0003473693773,0.2571724653,78643200,1865.468296,1.715386966,42157.35007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3250,train,2.087324002,0.0003321030847,0.249941662,79872000,1873.011759,1.735173303,42643.61909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,train,2.070916636,0.0003170718074,0.2273728251,81100800,1880.416009,1.754930815,43129.17972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3350,train,2.087291164,0.0003022938585,0.2637164891,82329600,1887.843818,1.7745112,43610.38726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,train,2.071556242,0.0002877872428,0.2375864387,83558400,1895.178881,1.794025901,44089.98054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3450,train,2.071288559,0.0002735696342,0.2238208205,84787200,1902.451884,1.81344928,44567.32951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,train,2.074118035,0.0002596583548,0.2584251165,86016000,1910.113769,1.832351589,45031.87265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,eval,2.074118035,0.0002596583548,,86016000,1910.118643,,,2.071078248,7.933372652,2.07465007,2.987934318,0.4038170939,0.3981483449,0.4142593828,361322,520380,2.071078248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3550,train,2.068415575,0.0002460703534,0.2241374254,87244800,1921.045624,1.847951946,45415.26703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,train,2.049657302,0.0002328221847,0.2501968145,88473600,1928.866425,1.866381183,45868.18396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3650,train,2.052366397,0.0002199299897,0.2722214162,89702400,1936.574174,1.884771598,46320.14679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,train,2.062475243,0.0002074094756,0.2423019558,90931200,1944.019603,1.903272989,46774.83698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3750,train,2.043447924,0.0001952758965,0.2339055985,92160000,1951.489367,1.92160924,47225.46868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,train,2.030854974,0.0001835440355,0.2345507592,93388800,1958.932049,1.939832473,47673.32285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3850,train,2.080596533,0.000172228186,0.2228421569,94617600,1966.43751,1.957855249,48116.25059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,train,2.041174932,0.0001613421346,0.2255893797,95846400,1973.728185,1.975955975,48561.09405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3950,train,2.051827705,0.0001508991443,0.2541277409,97075200,1981.093113,1.993848736,49000.82654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,train,2.050907352,0.0001409119383,0.219110474,98304000,1988.440607,2.011626592,49437.73511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,eval,2.050907352,0.0001409119383,,98304000,1988.445398,,,2.052708299,7.788967418,2.05624844,2.961432083,0.4091696603,0.404351687,0.4179934535,361322,520380,2.052708299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4050,train,2.034407692,0.0001313926844,0.2148325741,99532800,1998.850713,2.026164322,49795.01438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,train,2.033511844,0.0001223529804,0.2584321499,100761600,2006.146258,2.043719386,50226.44764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4150,train,2.001422861,0.0001138038397,0.224582091,101990400,2013.616687,2.060968221,50650.35499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,train,2.039865482,0.0001057556783,0.1985922903,103219200,2020.882579,2.078299869,51076.29759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250,train,2.053819058,9.821830141e-05,0.2132875025,104448000,2028.350825,2.095298283,51494.0506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,train,2.023162286,9.120089233e-05,0.2208269089,105676800,2036.177561,2.111800111,51899.59953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4350,train,2.036446443,8.471200065e-05,0.2229429334,106905600,2044.03246,2.128146243,52301.32206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,train,2.023539271,7.875953207e-05,0.2400973737,108134400,2051.859552,2.144396285,52700.68309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4450,train,2.034392512,7.335073876e-05,0.2153691649,109363200,2059.399907,2.160823638,53104.40173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,train,2.01236094,6.84922105e-05,0.2162881196,110592000,2067.019395,2.177047787,53503.12642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,eval,2.01236094,6.84922105e-05,,110592000,2067.024341,,,2.042782163,7.71203552,2.046305185,2.947111696,0.4112951882,0.4056135998,0.4217036896,361322,520380,2.042782163,71.47621887,0.801212344,0.8921008195,1,1.120949536,True,0.785124954,0.8303614257,0.8899552915,0.8360669995,0.829778311,0.8737447091,0.7059005022,0.7601119027,0.4785994227,0.8134329476,0.916713939,0.1994769244,0.133378928,0.05468187899,0.2769613457,0.3355009229,71.47621887,0.505234375,0.45072,1.692560877,1.973114757,0.68921875,0.762275,10.1046875,9.0144,0.1632250946,0.2377351828,33.25,41.196,16,0,0.001051196696,82.43734694,,,,,,,,,
4550,train,1.995773354,6.418986667e-05,0.2233155817,111820800,2161.521108,2.104999106,51732.45803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4600,train,2.036986499,6.0448949e-05,0.2179040611,113049600,2169.310605,2.120489334,52113.14587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4650,train,2.022680218,5.727401523e-05,0.2001783699,114278400,2177.079164,2.135889258,52491.6144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,train,2.033997591,5.466893352e-05,0.2052139938,115507200,2184.625218,2.151398767,52872.7761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4750,train,2.019850054,5.263687777e-05,0.2238610089,116736000,2192.323969,2.166650581,53247.60467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,train,2.052492528,5.118032372e-05,0.2294396013,117964800,2199.755684,2.182060505,53626.31898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4850,train,2.01960041,5.030104596e-05,0.2245630771,119193600,2207.132354,2.197421461,54003.82982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4900,train,2.005214949,5.000011575e-05,0.2302127033,120422400,2214.696889,2.212492384,54374.21282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4900,eval,2.005214949,5.000011575e-05,,120422400,2214.701956,,,2.038864313,7.681880031,2.042380578,2.941459433,0.412100564,0.4071134489,0.4212349445,361322,520380,2.038864313,70.40720569,0.850737138,0.8276023526,1,1.20830976,True,0.7940542426,0.8903235577,0.9686211224,0.8654463498,0.8230192168,0.8348387809,0.7369890051,1.169725645,0.8517416202,0.7964839138,0.836176527,0.1994769244,0.133378928,0.05468187899,0.2769613457,0.3355009229,70.40720569,0.544609375,0.45072,2.033305972,1.973114757,0.720078125,0.762275,10.8921875,9.0144,0.1491960908,0.2377351828,32.75,41.196,16,0,0.001817575418,94.82738376,,,,,,,,,
4900,test,,,,,,,,,,,,,,,,,,80.82491358,0.9139920159,0.8843065604,1,1.130829562,True,0.7673915413,0.8467989061,0.9657508293,0.9171282051,0.8553940867,0.8877823162,0.6441592742,1.154780002,1.3,0.8776667983,0.9457725581,0.1994769244,0.133378928,0.05468187899,0.2769613457,0.3355009229,80.82491358,0.5096875,0.45072,1.825210468,1.973114757,0.7209375,0.762275,10.19375,9.0144,0.1915983607,0.2377351828,33.875,41.196,16,0,0.002084766598,133.6085055,2.059310263,7.840560023,2.022325243,2.970956705,0.4066570474,0.3927754233,0.4314785499,354151,520276
